ID,Haiku
204,盆梅の咲きそむ室に朝日満つ
205,紅梅や見ぬ恋つくる玉すだれ
206,紅梅や枝々は空奪ひあひ
207,うすきうすきうす紅梅によりそひぬ
208,黄梅に佇ちては恃む明日の日を
209,黄梅や白雲杉にこぞる迫
210,鶯や茶袋かゝる庵の垣
211,鶯の身を逆にはつねかな
212,鶯や下駄の歯につく小田の土
213,うぐひすや茶の木畑の朝月夜
214,鶯に終日遠し畑の人
215,うぐひすの今朝たく柴にとまりけり
216,鍬の柄に鶯鳴くや小梅村
217,鶯にサイレンの音ひろがり来
218,鶯の逃げあちこちに人立てり
219,この里の通りすがりの初音こそ
220,下萌や土の裂目の物の色
221,石一つ抜けしあとあり草萌ゆる
222,春草は足の短き犬に萌ゆ
223,街の音とぎれる間あり下萌ゆる
224,この町を愛せば駅の土手青む
225,下萌ゆと思ひそめたる一日かな
226,下萌や余命の場の俳諧師
227,石畳つぎ目つぎ目や草青む
228,草萌ゆる方へ亡き母亡き子連れ
229,歩く子に両手さし出す犬ふぐり
230,いぬふぐり囁く足をあとしざり
231,犬ふぐり弁当に鞄かさばりて
232,御供にも色あるけふの菜種かな
233,磯竈より大勢の眼に見らる
234,草の戸や二見のわかめもらひけり
235,梅寒し祀る鎌倉右大臣
236,富士に傍て三月七日八日かな
237,何となくそのきさらぎの前のかほ
238,此花踊の帰り稲荷の花見人
239,二日灸花見る命大事也
240,手のひらにかざつて見るや市の雛
241,桃柳くばりありくや女の子
242,草の戸も住替る代ぞ雛の家
243,大風にしめし障子やお白酒
244,菱餅や雛なき宿もなつかしき
245,曲水や江家の作者誰々ぞ
246,勝鶏の抱く手にあまる力かな
247,闘牛や風激しくて寒からず
248,柵に待つ女と握手闘牛師
249,闘牛や蜜蜂村にとびはじめ
250,湯屋まではぬれて行けり春の雪
251,ぬれ柴の間々やはるの雪
252,春雪のしばらく降るや海の上
253,春雪やふたたびわたる難波橋
254,春雪や洗ひ上げたる京菜籠
255,地階の灯春の雪ふる樹のもとに
256,小をんなの髪に大きな春の雪
257,袖に来て遊び消ゆるや春の雪
258,麦の芽を埋めし春雪すぐうるむ
259,春の雪胸にちらつき地をぬらす
260,初雷のごろ／＼と二度鳴りしかな
261,初雷や尋常なるが二つきり
262,初雷や物に驚く病み上り
263,春雷や蒲団の上の旅衣
264,再びの春雷を聞く湖舟かな
265,春雷や母を取りまく娘達
266,春雷や女ばかりの雛の家
267,春雷にさし汐早き干潟かな
268,春雷やどこかの遠に啼く雲雀
269,春雷の雲はれゆくや山の池
270,春雷や小米の花のうすら影
271,春雷や牡丹の蕾まつ蒼に
272,春の雷焦土しづかにめざめたり
273,春の雷鯉は苔被て老いにけり
274,啓蟄の河鹿に水を湛へけり
275,啓蟄のつちくれ躍り掃かれけり
276,啓蟄や石売れて行く園悲し
277,啓蟄の蟻が早引く地虫かな
278,啓蟄や教へ子どもにまつはられ
279,啓蟄の虫に従ふあゆみかな
280,啓蟄の蚯蚓の紅のすきとほる
281,啓蟄を啣へて雀飛びにけり
282,啓蟄や指反りかへる憤怒仏
283,栗百本啓蟄の虫登り出す
284,水あふれゐて啓蟄の最上川
285,啓蟄の虫におどろく縁の上
286,啓蟄や雲を指すなる仏の手
287,啓蟄や庭とも畠ともつかず
288,啓蟄の土つけて蟻闘へり
289,蛇穴を出て見れば周の天下なり
290,けつこうな御世とや蛇も穴を出る
291,穴を出て古石垣の蛇細し
292,耳のある蛇も這出よ椋の花
293,蛇穴を出てはばからず墓の前
294,駕に居て東風に向ふやふところ手
295,吹きそめし東風の障子を開きけり
296,東風吹くや三輪の山もと六百戸
297,東風こゝに消え裏街をなを路地へ
298,東風吹くや耳あらはるゝうなゐ髪
299,夕東風や海の船ゐる隅田川
300,大島の噴煙東風にかきくもり
301,立騒ぎ乗る船人や東風の浜
302,夕東風のともしゆく燈のひとつづつ
303,暖簾に東風吹く伊勢の出店かな
304,春めける山河消え去る夕かげり
305,空も星もさみどり月夜春めきぬ
306,春めきてものの果てなる空の色
307,春めくや抱く子の素足やはらかき
308,春めきし風と覚えつ急かずゆく
309,春めくや人さまざまの伊勢参り
310,このたびは伊勢詣とて又も留守
311,伊勢参りみやこみかへせ花曇り
312,降暮し／   ＼けり春の山
313,春山や松に隠れて田一枚
314,ベンチあり春の山みちこゝ平ら
315,春の山隼松を流れけり
316,春山の深くもなきに迷ひけり
317,馬叱つてそれから唄や山笑う
318,笑ふ山笠のごとくに平なり
319,越の雪大蓮華山笑ひけり
320,筆取てむかへば山の笑ひけり
321,この頃に一度来る雪山笑ふ
322,鷺烏雀の水もぬるみけり
323,郊行や佇む水のぬるみたる
324,ペリカンンのゆきかふ水のぬるみけり
325,これよりは恋や事業や水温む
326,水温むうしろに人のゐるごとし
327,春の水ところどころに見ゆるかな
328,春の水山なき国を流れけり
329,堀川や家の下行春の水
330,日は落ちて僧かとぞ見ゆる春の水
331,しづかさや雨の後なる春の水
332,底のなき柄杓流れて春の水
333,春水や蛇籠の目より源五郎
334,春水のたゞ静けさに人だかり
335,片手桶かたむき浮ぶ春の水
336,春の水獺の潜けば黄となんぬ
337,ひるがへる袂の下の春の水
338,難波江はけふぞ春風春の水
339,水垢ののりたる石に蜷澄めり
340,動きしと思ひし蜷をながめけり
341,水底に蜷の這ひたる月日あり
342,背戸中はさえかへりけり田螺から
343,里人の臍落したる田螺かな
344,よろひたる水垢ゆゝし大田螺
345,なつかしき津守の里や田螺あへ
346,藪が吐く月なつかしや田螺和
347,老たのしいつまでかんで田螺和
348,すり鉢に薄紫の蜆かな
349,蜆売り値切れば吃る哀れなり
350,とぎあげて漆のごとく蜆かな
351,まつはれる藻ずり行くや烏貝
352,埋木と共に掘られぬ烏貝
353,烏貝おろかな舌を出してゐる
354,大試験山の如くに控へたり
355,大試験一人出て来し廊下かな
356,大試験巷の音を遠くしぬ
357,ぬなは生ふ池の水かさや春の雨
358,蓴生ふ沼のひかりに漕ぎにけり
359,蓴生う月にうるみて河童の碑
360,水草の浮きも得せずに二葉かな
361,城ある町亡き友の町水草生ふ
362,狂女より毬がながれて水草生ふ
363,みちのくの伊達の郡の春田かな
364,水落す春田一枚松の下
365,打ちかへす土黒みふく春田哉
366,一桶の藍流しけり春の川
367,裏木戸は春川沿ひの径に出て
368,海に入ることを急がず春の川
369,湖やもろこ釣る日の薄曇り
370,なほ枯るゝ滋賀の芦原諸子釣
371,二尾釣つてところ移しぬ初諸子
372,散りしあとに一匹二匹柳鮠
373,水底の一枚石や柳鮠
374,山超えて来てわたる瀬や柳鮠
375,若鮎のひまにつるゝや子持鯊
376,子持鯊釣れをる河口昼の月
377,子持鯊滅法釣れてあはれなり
378,よく見れば小鮎走るや水の中
379,わか鮎や谷の小笹も一葉行
380,若鮎の二手になりて上りけり
381,鮎汲みや喜撰ヶ嶽に雲かゝる
382,鮎汲や糧を忘れし巌高き
383,淀川や舟みちよけて上り簗
384,山吹の散るまであるや上り簗
385,ちる花もむさと通さじ登り簗
386,渡御先の鹿追うてゐる舎人かな
387,申祭むべ山風の冷えに冷え
388,春日祭鹿もつどひて賑はへり
389,水取や提灯を借る東大寺
390,水取の鐘の聞ゆる泊かな
391,水取や僧のたむろす影法師
392,取巻きて警固の僧やお松明
393,山門に見張りの僧やお松明
394,愛宕よりちらつく雪やお松明
395,西行忌秋は月見による柱
396,西行忌我に出家のこゝろなし
397,山住の友尋ねけり西行忌
398,涅槃会や皺手合する珠数の音
399,なつかしの濁世の雨や涅槃像
400,足のうらそろへ給ひぬ涅槃像
401,自転車に括られ鶏や涅槃西風
402,わが影が怒髪のかたち涅槃西風
403,真夜中を過ぎて狂へる涅槃西風
404,雪の果山の日あたる障子かな
405,どっさり春の終りの雪ふり
406,雪の果泣くだけ泣きし女帰す
407,鳥雲に帰る国なき鴉かな
408,帰る鳥密漁船に見送られ
409,米山のはづれに海や鳥かへる
410,鶴は引き雀は巣藁にぎり飛び
411,引鶴の声はるかなる朝日哉
412,鶴帰りそこらに遊ぶ水豊か
413,引鴨の又たつ沼の渡船かな
414,何万の引鴨と舸夫の言ひあいぬ
415,鴨渡る明らかにまた明らかに
416,雲と隔つ友にや雁の生きわかれ
417,風呂の戸をあけて雁見る名残かな
418,雁風呂や海荒るゝ日は焚かぬなり
419,雁風呂にこさ吹く暮や浦の風
420,雁風呂や笠に衣ぬぐ旅の僧
421,治聾酒の酔ふほどもなくさめにけり
422,治聾酒に酔うて声高老二人
423,治聾酒の淋しき齢になりにけり
424,彼岸まへさむさも一夜二夜かな
425,人ごみに蝶の生るゝ彼岸かな
426,毎年よ彼岸の入に寒いのは
427,信濃路は雪間を彼岸参りかな
428,泣きし子を連れて出づるや彼岸寺
429,うと／＼と彼岸の法話ありがたや
430,尼寺や彼岸桜は散りやすき
431,捨草履彼岸桜のこぼれけり
432,見に行かん彼岸桜と沈没船
433,炎上をまぬがれたまひ出開帳
434,開帳や秘仏の肩のうすぼこり
435,開帳や大きな頬の観世音
436,大方は知れる老妓や大石忌
437,"ひえ／""＼と蛸肴あり大石忌"
438,叔父の僧姪の芸姑や大石忌
439,貝寄風に乗りて帰郷の船疾し
440,貝寄せや我もうれしき難波人
441,暖や葩に蝋塗る造り花
442,暖や飴の中から桃太郎
443,暖かやお化が出たる紙芝居
444,張合ひのありし暮しの目貼はぐ
445,ながらへて恥ある目貼はがしけり
446,手応えもなく剥されし目貼かな
447,北窓をあけてめづらし宮の屋根
448,北窓を開け父の顔母の顔
449,うぐひすにとらばや庵の風ふせぎ
450,蘆塞で立出る旅のいそぎかな
451,盧ふさいで二日もどらぬ主かな
452,盧塞いで淋しき部屋を去らでゐる
453,午過の火燵塞ぎぬ夫の留守
454,炬燵なき蒲団や足ののべ心
455,手焙りや炬燵塞ぎて二三日
456,当らざる春の火燵の唯熱し
457,春炬燵してはあれども庭に在り
458,もの妬たし春の炬燵のむれに洩れ
459,大きなる頭巾炉辺に脱ぎ捨てし
460,老妻を頼りに生きて捨頭巾
461,老仏師禿げし頭の捨頭巾
462,父母のしきりに恋し雉子の声
463,顔かくす雉に日のさす野中かな
464,魚提て松やまゆけばきじの声
465,鷽の来てあけぼのの庭に胸紅し
466,鷽鳴くや八角堂の朝郎
467,春の門鷽鳴やんで夜と成ぬ
468,雲雀より上にやすらふ峠かな
469,雲雀籠かつぎてゆくは旅のもの
470,どこまでも揚る雲雀や小手のうち
471,蔵並ぶ裏は燕のかよひ道
472,燕や少し波立つ浪逆浦
473,機織や燕きたるといそしめり
474,春雨や蜂の巣つたふ屋根の漏
475,はるさめやぬけ出たまゝの夜着の穴
476,春雨やゆるい下駄貸す奈良の宿
477,春泥や低く垂れ行く小提灯
478,春泥にふりかへる子が兄らしや
479,酒場の灯しみて春泥更けにけり
480,ものの芽のほぐれほぐるゝ朝寝かな
481,ものの芽のあらはれ出でし大事かな
482,物の芽に額相寄せうづくまり
483,草の芽や山羊に食はせて手紙なし
484,門の草芽出すやいなやむしらるゝ
485,草の芽の露おくことをはや知れる
486,牡丹の芽当麻の塔の影とありぬ
487,誰が触るることも宥さず牡丹の芽
488,一寸にして火のこころ牡丹の芽
489,芍薬の芽のほぐれたる明るさよ
490,桔梗と分別したる芽生かな
491,菖蒲の芽水をはなれしばかりなり
492,うたかたの生まれてかゝる菖蒲の芽
493,水底に足跡ゆるむ菖蒲の芽
494,見え初て夕汐みちぬ蘆の角
495,蘆の芽や志賀のさゞなみやむときなし
496,蘆の芽や水尾をひろげて渡舟
497,芦の角山影水に動くかな
498,わづかなる荻の芽に寝る胡蝶哉
499,枯真菰漂うてゐて芽吹きけり
500,さざなみをわづかに凌ぎ真菰生ふ
501,若菰や種の俵の間より
502,耕や鳥さへ啼ぬ山陰に
503,我が弾くに耕す土のひゞきかな
504,耕の鍬さしのべてこちを見る
505,二渡し越えて田を打ひとりかな
506,生きかはり死にかはりして打つ田かな
507,鋤さげて次田へうつり鋤きにけり
508,うごくとも見えで畑うつ男かな
509,女もの脱ぎたゝみあり畑打
510,畑打つや土よろこんでくだけけり
511,風強き街道筋の種屋かな
512,女房の江戸絵顔なり種物屋
513,種入れや寛永よりの大ふくべ
514,苗床や風に解けたる頬かむり
515,苗床の朝顔とある皆出でず
516,苗床にをる子にどこの子かときく
517,花種を蒔く古妻や児等左右
518,花の種土のうすさにはや見えぬ
519,世にあれば蕣もまくばかりなり
520,好きなれば沢山蒔きぬ葉鶏頭
521,研修所より持ち帰りたる鶏頭蒔く
522,夕がほの種ううや誰古やしき
523,夕顔の種くれぬあてもなく播きぬ
524,あこがるる夕顔白花種の冷え
525,種箱の糸瓜拾うて蒔きにけり
526,糸瓜蒔く頃と思ひて糸瓜蒔く
527,与太郎が来て居り胡瓜蒔きつらん
528,南瓜蒔く書斎の窓はここに開く
529,茄子植ゑて寒暖さだめなき日かな
530,痩土にしたゝか蒔きぬ牛蒡種
531,陽炎の中にちらすや麻の種
532,油売麻蒔き居れば来るなり
533,麻まきや笠に音なき雨しづく
534,芋植うや芽をたしかめて土深く
535,芋植ゑて円なる月を掛けにけり
536,島人と芋植うる話余寒かな
537,種芋のころ／＼とある軒の下
538,種芋や花のさかりを売りありく
539,種芋を栽ゑて二月の月細し
540,藁含む雀見て菊根分かな
541,日に碧き煙草の煙や菊根分
542,住みつかでふたゝび菊の根分かな
543,菊苗にみな添竹やにぎはへり
544,菊苗に水やる土の乾きかな
545,いやはかな捨る庵の菊の苗
546,萩根分あちらこちらに済みてあり
547,あち歩きこち歩きして萩根分
548,白萩の根分の頃と訪ひよりぬ
549,萩根分なりし鍬音寺門より
550,古園や根分菖蒲に日高し
551,菖蒲根分水をやさしう使ひけり
552,苗札の夕影長く曳きにけり
553,苗札のそりかへりたる一つかな
554,苗札に遠くかたまり芽立つあり
555,骨柴のかられながらも木の芽かな
556,木の芽してあはれ此世にかへる木よ
557,一もとの芽立つ木のあり檻の中
558,水門の一本柳芽ぐみたり
559,芽柳やかたまり流る家鴨の子
560,退屈なガソリンガール柳の芽
561,接骨木の芽や逆さまに大いなる
562,芽楓を透く日の苔に茶室の門
563,楓の芽ほぐるる一喜一憂に
564,楓の芽朝の音楽つづきをり
565,桑の芽や雪嶺のぞく峡の奥
566,邪魔なりし桑の一枝も芽を吹ける
567,桑の芽のいまほのぼのと故郷かな
568,薔薇の芽に息をころしてブロンズ像
569,薔薇の芽や校正のペンポケットに
570,旅締めをり薔薇の芽に囲まれて
571,枯れし幹をめぐりて蔦の芽生えかな
572,黙々と蔦の芽赤し岩の面
573,館といふ立方体や蔦芽吹く
574,岨の道くづれて多羅の芽ふきけり
575,たらの芽のとげだらけでも喰はれけり
576,楤の芽やまとまりて降る山の雨
577,山椒をつかみ込んだる小なべかな
578,夕刊をとりて山椒の芽をとりて
579,山椒の芽母に煮物の季節来る
580,田楽もかたき豆腐にかたき味噌
581,豆腐得て田楽となすにためらふな
582,田楽や花を境に別の茶屋
583,障子あけて昼餉の酒や木の芽和
584,汐みつる明りを窓や木の芽あへ
585,木の芽和この頃朝の食すゝむ
586,草深く青ぬた食すや中納言
587,月うるむ青饅これを忘るまじ
588,夢さめてたゞ青ぬたの古草盧
589,前の傘いつまでも枸杞の路地長し
590,枸杞垣の似たるに迷ふ都人
591,枸杞青む日に日に利根のみなとかな
592,白粉をつければ湯女や五加木摘む
593,かくれ家や食喰さして摘五加木
594,家主の摘むにわたせる五加木哉
595,螺旋利かで暗きラムプや菜飯食ふ
596,畑打ににかへて取りたる菜飯ンかな
597,風雨止んで夕べ明るき菜飯かな
598,束脩の二把の目刺に師弟かな
599,住みつかでまた引越や目刺焼く
600,独り焼く目刺や切にうち返し
601,海の青そこまで晴れつ白子干
602,白子干す低き廂に浪荒び
603,白子煮る白き蝶飛ぶ時間かけ
604,干鱈やくつゝじの柴や燃んとす
605,信楽の茶うりがさげし干鱈かな
606,水に浸けて忘れてはゐぬ干鱈かな
607,鰆は青くて人にずつしり重い一ぽん
608,髪握つて厨へ妻や鰆見に
609,鰆釣り紀州のはなは切れて見ゆ
610,どんよりと利尻の富士や鰊群来
611,親方のあれが妾や鰊群来
612,鰊くさき雨が降るなり礼文島
613,夕川や鱒にうたれし獺の声
614,鱒釣るや湖いちめんの靄となり
615,簗守の気色ばみ居り鱒のぼる
616,鮊子のしの字に焼けつくの字にも
617,いかなごにまづ箸おろし母恋し
618,いかなごに潜る鵜共や鯛の率
619,飯蛸を歯あらはにぞ召されける
620,飯蛸の飯より多し遊ぶこと
621,飯蛸の一かたまりや皿の藍
622,落ざまに水こぼしけり花椿
623,古井戸のくらきに落る椿かな
624,いま一つ椿落ちなば立ち去らん
625,茎立やきのふの雨の朝ぼらけ
626,蕪一つ畝にころげて茎立てる
627,こぼれ菜のいづれそれぞれ茎立てる
628,雪間より薄紫の芽独活かな
629,うどの香や岨に下駄はく山の児
630,独活掘りの下り来て時刻をたづねけり
631,うつくしき雪いただくや松葉独活
632,籐籠にアスパラガスを摘みて来し
633,石刀柏のびし畑や暮の雨
634,泥籠を押しすゝみつゝ慈姑掘る
635,泣つきてゆかしくわゐは何の玉
636,勾玉の慈姑泥より掘り出せり
637,浅葱や小野の小町の物このみ
638,あさつきの葉を吹き鳴らし奉公す
639,胡葱や野川するどく街中へ
640,野蒜萌え／＼風渡る地を歩む
641,野蒜など野の静けさにありにけり
642,野蒜つむ擬宝珠つむただ生きむため
643,韮剪つて酒借りに行く隣かな
644,柿の木の幹の黒さや韮の雨
645,韮粥に夫婦別あり好き嫌い
646,蔵王脊に蒜洗ふ夕まぐれ
647,雑草を抽きて大蒜畑強し
648,大蒜の花咲き寺の隠し畑
649,垣越にものうちかたる接木かな
650,あけてなほ喪にある心接木かな
651,梨接木乏しく咲いて相対す
652,春の雨圧条の泥は丸き哉
653,よくしなひたればその枝取木とし
654,捨やらで柳さしけり雨のひま
655,さし柳翌は出て行く庵也
656,さし木して我に後無き思ひかな
657,車ずれしたる苗木を惜みけり
658,苗木市春の粉雪となりにけり
659,索道で来る弁当や杉植うる
660,のばせどもちゞむ細根や桑植うる
661,山畑に人相遠し桑植うる
662,草ともに氷流るゝ野川かな
663,流氷や宗谷の門波荒れやまず
664,流氷をぬけたる船の黒煙
665,嵯峨に出て雪解けそむる初筏
666,雪しろの断崖哭かす修羅落
667,笠一つ荷が一つ木を流しくる
668,頂につらなる雪に厩出し
669,日もすがら繋がれてあり厩出し
670,牧開泉声馬をみちびける
671,垣繕ふ父にはだしの母あちこち
672,手すさびに尼のつくろふ垣根かな
673,争ひの絶えざる垣を繕へり
674,屋根替へて雨だれそろひ落つる朝
675,屋根替の萱つり上ぐる大伽藍
676,屋根ふきは下からふくぞ星下り
677,鳩の啼く朝より春の大掃除
678,押売の去らねばつゞけ大掃除
679,泣いてすむ子の落第や母やさし
680,母の名を保護者に負ひて卒業す
681,新学士郁郁として街へ出づ
682,蓮如忌や猟すなどりの一在所
683,なつかしき鐘の蓮如忌曇りかな
684,蓮如忌やをさな覚えの御文章
685,鞘赤き長刀行や春の野辺
686,春の野や何に人行き人帰る
687,春の野や匂ひ出でたる宵の月
688,春なれや名もなき山の朝がすみ
689,雲霞どこ迄行も同じ事
690,和歌の浦面舵とつて霞みけり
691,かれ芝やややかげろふの一二寸
692,陽炎やわらで足ふく這入口
693,かげろふの中に遊べる雀かな
694,遊女の帯の細しも青き踏む
695,踏青や指を栞に何の本
696,踏青や嵯峨には多き道しるべ
697,野遊の茣蓙抱き上る堤かな
698,野遊びや乗れば着きゐる渡舟
699,野遊や唄をうたへる蓄音機
700,摘草やよそにも見ゆる母娘
701,摘草や裏より見たる嵐山
702,草つむや慶長よりの道しるべ
703,嫁菜つむわらべの中の媼かな
704,摘み競ふ企救の嫁菜は籠にみてり
705,みちのくの摘んでつめたき嫁菜かな
706,裏門の寺に逢著す蓬かな
707,籠あける紐にかゝりし蓬草
708,多摩の家ゆでて蓬の浸しあり
709,老いて尚なつかしき名の母子草
710,母子草利根の船路はすたれける
711,母子草やさしき名なり莟もち
